Cdid;Cdname;Caption;Mcaption;Cdgrp;Cdidx;Cdval;Ftag;Visible;App
3X1;SUBSECTOR;Foods and Beverages Manufacture;"{""en"":""Foods and Beverages Manufacture"",""vi"":""Foods and Beverages Manufacture"",""lo"":"""",""km"":""Foods and Beverages Manufacture"",""mn"":""""}";CTM;1;1;;1;ncbsCbs
3X2;SUBSECTOR;Tobacco Manufacture;"{""en"":""Tobacco Manufacture"",""vi"":""Tobacco Manufacture"",""lo"":"""",""km"":""Tobacco Manufacture"",""mn"":""""}";CTM;2;2;;1;ncbsCbs
3X3;SUBSECTOR;Textile and Fabrics Manufacture;"{""en"":""Textile and Fabrics Manufacture"",""vi"":""Textile and Fabrics Manufacture"",""lo"":"""",""km"":""Textile and Fabrics Manufacture"",""mn"":""""}";CTM;3;3;;1;ncbsCbs
3X4;SUBSECTOR;Leather and Leather Products (Including Footwear);"{""en"":""Leather and Leather Products (Including Footwear)"",""vi"":""Leather and Leather Products (Including Footwear)"",""lo"":"""",""km"":""Leather and Leather Products (Including Footwear)"",""mn"":""""}";CTM;4;4;;1;ncbsCbs
3X5;SUBSECTOR;Lumber and Wood Products;"{""en"":""Lumber and Wood Products"",""vi"":""Lumber and Wood Products"",""lo"":"""",""km"":""Lumber and Wood Products"",""mn"":""""}";CTM;5;5;;1;ncbsCbs
3X6;SUBSECTOR;Furniture and Fixtures;"{""en"":""Furniture and Fixtures"",""vi"":""Furniture and Fixtures"",""lo"":"""",""km"":""Furniture and Fixtures"",""mn"":""""}";CTM;6;6;;1;ncbsCbs
0607X;NBCCLASSIFY;PV_NON_CREDIT_INS;"{""en"":""PV_NON_CREDIT_INS"",""vi"":""PV_NON_CREDIT_INS"",""lo"":"""",""km"":""PV_NON_CREDIT_INS"",""mn"":""""}";CTM;17;0607;;1;ncbsCbs
0608X;NBCCLASSIFY;PV_OTHER;"{""en"":""PV_OTHER"",""vi"":""PV_OTHER"",""lo"":"""",""km"":""PV_OTHER"",""mn"":""""}";CTM;18;0608;;1;ncbsCbs
0609X;NBCCLASSIFY;PV_PROJECTS;"{""en"":""PV_PROJECTS"",""vi"":""PV_PROJECTS"",""lo"":"""",""km"":""PV_PROJECTS"",""mn"":""""}";CTM;19;0609;;1;ncbsCbs
0701X;NBCCLASSIFY;RG_GOVT_PROJECT;"{""en"":""RG_GOVT_PROJECT"",""vi"":""RG_GOVT_PROJECT"",""lo"":"""",""km"":""RG_GOVT_PROJECT"",""mn"":""""}";CTM;20;0701;;1;ncbsCbs
0702X;NBCCLASSIFY;RG_MINISTRY;"{""en"":""RG_MINISTRY"",""vi"":""RG_MINISTRY"",""lo"":"""",""km"":""RG_MINISTRY"",""mn"":""""}";CTM;21;0702;;1;ncbsCbs
0703X;NBCCLASSIFY;RG_NON_PROFIT;"{""en"":""RG_NON_PROFIT"",""vi"":""RG_NON_PROFIT"",""lo"":"""",""km"":""RG_NON_PROFIT"",""mn"":""""}";CTM;22;0703;;1;ncbsCbs
0704X;NBCCLASSIFY;RG_OTHER;"{""en"":""RG_OTHER"",""vi"":""RG_OTHER"",""lo"":"""",""km"":""RG_OTHER"",""mn"":""""}";CTM;23;0704;;1;ncbsCbs
0801X;NBCCLASSIFY;RP_RELATED_PARTY;"{""en"":""RP_RELATED_PARTY"",""vi"":""RP_RELATED_PARTY"",""lo"":"""",""km"":""RP_RELATED_PARTY"",""mn"":""""}";CTM;24;0801;;1;ncbsCbs
0901X;NBCCLASSIFY;SE_EDC;"{""en"":""SE_EDC"",""vi"":""SE_EDC"",""lo"":"""",""km"":""SE_EDC"",""mn"":""""}";CTM;25;0901;;1;ncbsCbs
0902X;NBCCLASSIFY;SE_NBC;"{""en"":""SE_NBC"",""vi"":""SE_NBC"",""lo"":"""",""km"":""SE_NBC"",""mn"":""""}";CTM;26;0902;;1;ncbsCbs
0903X;NBCCLASSIFY;SE_OTHER;"{""en"":""SE_OTHER"",""vi"":""SE_OTHER"",""lo"":"""",""km"":""SE_OTHER"",""mn"":""""}";CTM;27;0903;;1;ncbsCbs
0904X;NBCCLASSIFY;SE_RDB;"{""en"":""SE_RDB"",""vi"":""SE_RDB"",""lo"":"""",""km"":""SE_RDB"",""mn"":""""}";CTM;28;0904;;1;ncbsCbs
0905X;NBCCLASSIFY;SE_WATER_SUPPLY;"{""en"":""SE_WATER_SUPPLY"",""vi"":""SE_WATER_SUPPLY"",""lo"":"""",""km"":""SE_WATER_SUPPLY"",""mn"":""""}";CTM;29;0905;;1;ncbsCbs
1001X;NBCCLASSIFY;TF_TRADE_LOAN;"{""en"":""TF_TRADE_LOAN"",""vi"":""TF_TRADE_LOAN"",""lo"":"""",""km"":""TF_TRADE_LOAN"",""mn"":""""}";CTM;30;1001;;1;ncbsCbs
0606X;NBCCLASSIFY;PV_NGOS;"{""en"":""PV_NGOS"",""vi"":""PV_NGOS"",""lo"":"""",""km"":""PV_NGOS"",""mn"":""""}";CTM;16;0606;;1;ncbsCbs
3X8;SUBSECTOR;Printing and Publishing;"{""en"":""Printing and Publishing"",""vi"":""Printing and Publishing"",""lo"":"""",""km"":""Printing and Publishing"",""mn"":""""}";CTM;8;8;;1;ncbsCbs
3X9;SUBSECTOR;Chemical Products;"{""en"":""Chemical Products"",""vi"":""Chemical Products"",""lo"":"""",""km"":""Chemical Products"",""mn"":""""}";CTM;9;9;;1;ncbsCbs
3X10;SUBSECTOR;Petroleum and Coal Products;"{""en"":""Petroleum and Coal Products"",""vi"":""Petroleum and Coal Products"",""lo"":"""",""km"":""Petroleum and Coal Products"",""mn"":""""}";CTM;10;10;;1;ncbsCbs
3X11;SUBSECTOR;Rubber and Plastics Products;"{""en"":""Rubber and Plastics Products"",""vi"":""Rubber and Plastics Products"",""lo"":"""",""km"":""Rubber and Plastics Products"",""mn"":""""}";CTM;11;11;;1;ncbsCbs
3X12;SUBSECTOR;Stone, Clay and Glass Products;"{""en"":""Stone, Clay and Glass Products"",""vi"":""Stone, Clay and Glass Products"",""lo"":"""",""km"":""Stone, Clay and Glass Products"",""mn"":""""}";CTM;12;12;;1;ncbsCbs
3X13;SUBSECTOR;Basic Metals and Metal Products;"{""en"":""Basic Metals and Metal Products"",""vi"":""Basic Metals and Metal Products"",""lo"":"""",""km"":""Basic Metals and Metal Products"",""mn"":""""}";CTM;13;13;;1;ncbsCbs
3X14;SUBSECTOR;Machinery, Except Electrical;"{""en"":""Machinery, Except Electrical"",""vi"":""Machinery, Except Electrical"",""lo"":"""",""km"":""Machinery, Except Electrical"",""mn"":""""}";CTM;14;14;;1;ncbsCbs
3X15;SUBSECTOR;Electrical Products;"{""en"":""Electrical Products"",""vi"":""Electrical Products"",""lo"":"""",""km"":""Electrical Products"",""mn"":""""}";CTM;15;15;;1;ncbsCbs
3X16;SUBSECTOR;Motor Vehicles;"{""en"":""Motor Vehicles"",""vi"":""Motor Vehicles"",""lo"":"""",""km"":""Motor Vehicles"",""mn"":""""}";CTM;16;16;;1;ncbsCbs
3X17;SUBSECTOR;Other Transportation Equipment;"{""en"":""Other Transportation Equipment"",""vi"":""Other Transportation Equipment"",""lo"":"""",""km"":""Other Transportation Equipment"",""mn"":""""}";CTM;17;17;;1;ncbsCbs
3X18;SUBSECTOR;Other Manufacturing;"{""en"":""Other Manufacturing"",""vi"":""Other Manufacturing"",""lo"":"""",""km"":""Other Manufacturing"",""mn"":""""}";CTM;18;18;;1;ncbsCbs
3X19;SUBSECTOR;Non-Metallic Minerals Manufacturing;"{""en"":""Non-Metallic Minerals Manufacturing"",""vi"":""Non-Metallic Minerals Manufacturing"",""lo"":"""",""km"":""Non-Metallic Minerals Manufacturing"",""mn"":""""}";CTM;19;19;;1;ncbsCbs
4X1;SUBSECTOR;Residential Contractors;"{""en"":""Residential Contractors"",""vi"":""Residential Contractors"",""lo"":"""",""km"":""Residential Contractors"",""mn"":""""}";CTM;1;1;;1;ncbsCbs
4X2;SUBSECTOR;Commercial Contractors;"{""en"":""Commercial Contractors"",""vi"":""Commercial Contractors"",""lo"":"""",""km"":""Commercial Contractors"",""mn"":""""}";CTM;2;2;;1;ncbsCbs
4X4;SUBSECTOR;Trade Contractors;"{""en"":""Trade Contractors"",""vi"":""Trade Contractors"",""lo"":"""",""km"":""Trade Contractors"",""mn"":""""}";CTM;4;4;;1;ncbsCbs
4X5;SUBSECTOR;Property Development Tourism;"{""en"":""Property Development Tourism"",""vi"":""Property Development Tourism"",""lo"":"""",""km"":""Property Development Tourism"",""mn"":""""}";CTM;5;5;;1;ncbsCbs
4X6;SUBSECTOR;Property Development Industrial;"{""en"":""Property Development Industrial"",""vi"":""Property Development Industrial"",""lo"":"""",""km"":""Property Development Industrial"",""mn"":""""}";CTM;6;6;;1;ncbsCbs
4X7;SUBSECTOR;Property Development Other;"{""en"":""Property Development Other"",""vi"":""Property Development Other"",""lo"":"""",""km"":""Property Development Other"",""mn"":""""}";CTM;7;7;;1;ncbsCbs
4X8;SUBSECTOR;Heavy Construction;"{""en"":""Heavy Construction"",""vi"":""Heavy Construction"",""lo"":"""",""km"":""Heavy Construction"",""mn"":""""}";CTM;8;8;;1;ncbsCbs
4X9;SUBSECTOR;Land Management;"{""en"":""Land Management"",""vi"":""Land Management"",""lo"":"""",""km"":""Land Management"",""mn"":""""}";CTM;9;9;;1;ncbsCbs
4X10;SUBSECTOR;Other Construction;"{""en"":""Other Construction"",""vi"":""Other Construction"",""lo"":"""",""km"":""Other Construction"",""mn"":""""}";CTM;10;10;;1;ncbsCbs
5X1;SUBSECTOR;Administrative Public;"{""en"":""Administrative Public"",""vi"":""Administrative Public"",""lo"":"""",""km"":""Administrative Public"",""mn"":""""}";CTM;1;1;;1;ncbsCbs
5X2;SUBSECTOR;Utilities Public;"{""en"":""Utilities Public"",""vi"":""Utilities Public"",""lo"":"""",""km"":""Utilities Public"",""mn"":""""}";CTM;2;2;;1;ncbsCbs
5X3;SUBSECTOR;Service Public;"{""en"":""Service Public"",""vi"":""Service Public"",""lo"":"""",""km"":""Service Public"",""mn"":""""}";CTM;3;3;;1;ncbsCbs
6X1;SUBSECTOR;Wholesale Trade Wholesale;"{""en"":""Wholesale Trade Wholesale"",""vi"":""Wholesale Trade Wholesale"",""lo"":"""",""km"":""Wholesale Trade Wholesale"",""mn"":""""}";CTM;1;1;;1;ncbsCbs
6X2;SUBSECTOR;Import Wholesale;"{""en"":""Import Wholesale"",""vi"":""Import Wholesale"",""lo"":"""",""km"":""Import Wholesale"",""mn"":""""}";CTM;2;2;;1;ncbsCbs
6X3;SUBSECTOR;Export Wholesale;"{""en"":""Export Wholesale"",""vi"":""Export Wholesale"",""lo"":"""",""km"":""Export Wholesale"",""mn"":""""}";CTM;3;3;;1;ncbsCbs
6X4;SUBSECTOR;Other Wholesale;"{""en"":""Other Wholesale"",""vi"":""Other Wholesale"",""lo"":"""",""km"":""Other Wholesale"",""mn"":""""}";CTM;4;4;;1;ncbsCbs
7X1;SUBSECTOR;Food and Beverages Retail;"{""en"":""Food and Beverages Retail"",""vi"":""Food and Beverages Retail"",""lo"":"""",""km"":""Food and Beverages Retail"",""mn"":""""}";CTM;1;1;;1;ncbsCbs
7X2;SUBSECTOR;Restaurants Retail;"{""en"":""Restaurants Retail"",""vi"":""Restaurants Retail"",""lo"":"""",""km"":""Restaurants Retail"",""mn"":""""}";CTM;2;2;;1;ncbsCbs
7X3;SUBSECTOR;Automotive Retail;"{""en"":""Automotive Retail"",""vi"":""Automotive Retail"",""lo"":"""",""km"":""Automotive Retail"",""mn"":""""}";CTM;3;3;;1;ncbsCbs
7X4;SUBSECTOR;Other Retail Retail;"{""en"":""Other Retail Retail"",""vi"":""Other Retail Retail"",""lo"":"""",""km"":""Other Retail Retail"",""mn"":""""}";CTM;4;4;;1;ncbsCbs
8X1;SUBSECTOR;Motels and Hotels;"{""en"":""Motels and Hotels"",""vi"":""Motels and Hotels"",""lo"":"""",""km"":""Motels and Hotels"",""mn"":""""}";CTM;1;1;;1;ncbsCbs
8X2;SUBSECTOR;Personal Services;"{""en"":""Personal Services"",""vi"":""Personal Services"",""lo"":"""",""km"":""Personal Services"",""mn"":""""}";CTM;2;2;;1;ncbsCbs
8X3;SUBSECTOR;Business Services;"{""en"":""Business Services"",""vi"":""Business Services"",""lo"":"""",""km"":""Business Services"",""mn"":""""}";CTM;3;3;;1;ncbsCbs
BIC;REFCODE1;Bic;;DPT;1;1;;1;ncbsCbs
CCH;REFCODE1;Confirmed Cheque;;DPT;1;1;;1;ncbsCbs
DBC;REFCODE1;Domestic bank code;;DPT;2;2;;1;ncbsCbs
CRD;REFCODE1;Credit;;DPT;2;2;;1;ncbsCbs
ICD;REFCODE1;Internal code;;DPT;3;3;;1;ncbsCbs
60012;OWNER;Chea Seak Yeng;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Chea Seak Yeng"",""km"":""""}";FAC;12;0;;1;ncbsCbs
60017;OWNER;Bun Ran;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Bun Ran"",""km"":""""}";FAC;16;0;;1;ncbsCbs
60018;OWNER;Sok Kimsen;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Sok Kimsen"",""km"":""""}";FAC;17;0;;1;ncbsCbs
60024;OWNER;So Sithorn;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""So Sithorn"",""km"":""""}";FAC;22;0;;1;ncbsCbs
60026;OWNER;Khin Khemrin;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Khin Khemrin"",""km"":""""}";FAC;23;0;;1;ncbsCbs
60027;OWNER;Chheang Phearak;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Chheang Phearak"",""km"":""""}";FAC;24;0;;1;ncbsCbs
60029;OWNER;Pen Srey Lin;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Pen Srey Lin"",""km"":""""}";FAC;25;0;;1;ncbsCbs
60032;OWNER;Rath Darapiseth;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Rath Darapiseth"",""km"":""""}";FAC;27;0;;1;ncbsCbs
60033;OWNER;San Ouma Vattey;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""San Ouma Vattey"",""km"":""""}";FAC;28;0;;1;ncbsCbs
60215;OWNER;Thorn Veasna;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Thorn Veasna"",""km"":""""}";FAC;192;0;;1;ncbsCbs
60216;OWNER;Kit Savong;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Kit Savong"",""km"":""""}";FAC;193;0;;1;ncbsCbs
R;ADDRTYPE;Residential;"{""en"":""Residential"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;1;1;;1;ncbsCbs
60217;OWNER;Koemsean Sakna;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Koemsean Sakna"",""km"":""""}";FAC;194;0;;1;ncbsCbs
60218;OWNER;Soeun Savuth;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Soeun Savuth"",""km"":""""}";FAC;195;0;;1;ncbsCbs
O;CTYPE;Employee;"{""en"":""Employee"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;3;3;;1;ncbsCbs
M;CTYPE;Manager;"{""en"":""Manager"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;4;4;;1;ncbsCbs
0101X;NBCCLASSIFY;CC_NON_PROFIT_ORG;"{""en"":""CC_NON_PROFIT_ORG"",""vi"":""CC_NON_PROFIT_ORG"",""lo"":"""",""km"":""CC_NON_PROFIT_ORG"",""mn"":""""}";CTM;7;0101;;1;ncbsCbs
0102X;NBCCLASSIFY;CC_OTHER;"{""en"":""CC_OTHER"",""vi"":""CC_OTHER"",""lo"":"""",""km"":""CC_OTHER"",""mn"":""""}";CTM;2;0102;;1;ncbsCbs
0201X;NBCCLASSIFY;FB_FOREIGN_BANK;"{""en"":""FB_FOREIGN_BANK"",""vi"":""FB_FOREIGN_BANK"",""lo"":"""",""km"":""FB_FOREIGN_BANK"",""mn"":""""}";CTM;3;0201;;1;ncbsCbs
0301X;NBCCLASSIFY;FI_LOCAL_MFI;"{""en"":""FI_LOCAL_MFI"",""vi"":""FI_LOCAL_MFI"",""lo"":"""",""km"":""FI_LOCAL_MFI"",""mn"":""""}";CTM;4;0301;;1;ncbsCbs
H;MDESC;Home;"{""en"":""Home"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";SYS;1;1;;1;ncbsCbs
O;MDESC;Office;"{""en"":""Office"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";SYS;2;2;;1;ncbsCbs
086;SUBSBTYPE;Advertise;"{""en"":""Advertise"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;6;;;1;ncbsCbs
076;SUBSBTYPE;Petrol;"{""en"":""Petrol"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;6;;;1;ncbsCbs
047;SUBSBTYPE;Air transport insurance;"{""en"":""Air transport insurance"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
067;SUBSBTYPE;See travel;"{""en"":""See travel"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
057;SUBSBTYPE;Shipbroker;"{""en"":""Shipbroker"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
077;SUBSBTYPE;Machines;"{""en"":""Machines"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
027;SUBSBTYPE;Stock;"{""en"":""Stock"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
017;SUBSBTYPE;Reconnaissance flight;"{""en"":""Reconnaissance flight"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
037;SUBSBTYPE;Lan;"{""en"":""Lan"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
B;CTYPE;Enterprise;"{""en"":""Enterprise"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;2;2;;1;ncbsCbs
S;CTYPE;Individual;"{""en"":""Individual"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;1;1;;1;ncbsCbs
la;MAINLANG;Lao;" {""en"":""Lao"",""vi"":""Lao"",""lo"":""Lao"",""km"":""Lao"",""mn"":""Lao""}";CTM;6;;;1;ncbsCbs
60222;OWNER;Sun Sokchantha;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Sun Sokchantha"",""km"":""""}";FAC;198;0;;1;ncbsCbs
60229;OWNER;Vong Chamnan;"{""lo"":"""",""mn"":"""",""vi"":"""",""en"":""Vong Chamnan"",""km"":""""}";FAC;205;0;;1;ncbsCbs
th;MAINLANG;Thai;"{""en"":""Thai"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;2;;;1;ncbsCbs
en;MAINLANG;English;"{""en"":""English"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;3;;;1;ncbsCbs
in;MAINLANG;Indian;"{""en"":""Indian"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;4;;;1;ncbsCbs
0401X;NBCCLASSIFY;IN_DEPOSIT_CUST;"{""en"":""IN_DEPOSIT_CUST"",""vi"":""IN_DEPOSIT_CUST"",""lo"":"""",""km"":""IN_DEPOSIT_CUST"",""mn"":""""}";CTM;5;0401;;1;ncbsCbs
0402X;NBCCLASSIFY;IN_NON_RESIDENT;"{""en"":""IN_NON_RESIDENT"",""vi"":""IN_NON_RESIDENT"",""lo"":"""",""km"":""IN_NON_RESIDENT"",""mn"":""""}";CTM;6;0402;;1;ncbsCbs
0403X;NBCCLASSIFY;IN_OTHER;"{""en"":""IN_OTHER"",""vi"":""IN_OTHER"",""lo"":"""",""km"":""IN_OTHER"",""mn"":""""}";CTM;1;0403;;1;ncbsCbs
0404X;NBCCLASSIFY;IN_LHMFI_STAFF;"{""en"":""IN_LHMFI_STAFF"",""vi"":""IN_LHMFI_STAFF"",""lo"":"""",""km"":""IN_LHMFI_STAFF"",""mn"":""""}";CTM;8;0404;;1;ncbsCbs
0501X;NBCCLASSIFY;LB_LOCAL_BANK;"{""en"":""LB_LOCAL_BANK"",""vi"":""LB_LOCAL_BANK"",""lo"":"""",""km"":""LB_LOCAL_BANK"",""mn"":""""}";CTM;9;0501;;1;ncbsCbs
0502X;NBCCLASSIFY;LB_SPECIALIZED_BANK;"{""en"":""LB_SPECIALIZED_BANK"",""vi"":""LB_SPECIALIZED_BANK"",""lo"":"""",""km"":""LB_SPECIALIZED_BANK"",""mn"":""""}";CTM;10;0502;;1;ncbsCbs
0601X;NBCCLASSIFY;PV_COMPANY;"{""en"":""PV_COMPANY"",""vi"":""PV_COMPANY"",""lo"":"""",""km"":""PV_COMPANY"",""mn"":""""}";CTM;11;0601;;1;ncbsCbs
0602X;NBCCLASSIFY;PV_CORP;"{""en"":""PV_CORP"",""vi"":""PV_CORP"",""lo"":"""",""km"":""PV_CORP"",""mn"":""""}";CTM;12;0602;;1;ncbsCbs
0603X;NBCCLASSIFY;PV_IOS;"{""en"":""PV_IOS"",""vi"":""PV_IOS"",""lo"":"""",""km"":""PV_IOS"",""mn"":""""}";CTM;13;0603;;1;ncbsCbs
0604X;NBCCLASSIFY;PV_JOINT_VENTURE;"{""en"":""PV_JOINT_VENTURE"",""vi"":""PV_JOINT_VENTURE"",""lo"":"""",""km"":""PV_JOINT_VENTURE"",""mn"":""""}";CTM;14;0604;;1;ncbsCbs
0605X;NBCCLASSIFY;PV_LOAN;"{""en"":""PV_LOAN"",""vi"":""PV_LOAN"",""lo"":"""",""km"":""PV_LOAN"",""mn"":""""}";CTM;15;0605;;1;ncbsCbs
087;SUBSBTYPE;Radio;"{""en"":""Radio"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;7;;;1;ncbsCbs
038;SUBSBTYPE;Wireless;"{""en"":""Wireless"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
P;TXSTS;Pending to approve;"{""en"":""Pending to approve"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";FOF;3;3;;1;ncbsCbs
068;SUBSBTYPE;Green tourism;"{""en"":""Green tourism"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
018;SUBSBTYPE;Space flight;"{""en"":""Space flight"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
058;SUBSBTYPE;Shipbuilding;"{""en"":""Shipbuilding"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
028;SUBSBTYPE;Investment;"{""en"":""Investment"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
088;SUBSBTYPE;Show game;"{""en"":""Show game"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
078;SUBSBTYPE;Roads;"{""en"":""Roads"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
048;SUBSBTYPE;Life insurance;"{""en"":""Life insurance"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;8;;;1;ncbsCbs
039;SUBSBTYPE;Network area;"{""en"":""Network area"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
019;SUBSBTYPE;Solo flight;"{""en"":""Solo flight"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
029;SUBSBTYPE;Cash management;"{""en"":""Cash management"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
089;SUBSBTYPE;Game online;"{""en"":""Game online"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
079;SUBSBTYPE;Hydroelectric;"{""en"":""Hydroelectric"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
069;SUBSBTYPE;Package tourism;"{""en"":""Package tourism"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
059;SUBSBTYPE;Ship Investment;"{""en"":""Ship Investment"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
049;SUBSBTYPE;Credit insurance;"{""en"":""Credit insurance"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;9;;;1;ncbsCbs
031;SUBSBTYPE;Network;"{""en"":""Network"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;;;1;ncbsCbs
A0;SUBPURPOSE;SUB1 Air transport service;"{""en"":""SUB1 Air transport service"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;1;;1;ncbsCbs
F0;SUBPURPOSE;SUB1 Financical service;"{""en"":""SUB1 Financical service"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;1;;1;ncbsCbs
F1;SUBPURPOSE;SUB2 Financical service;"{""en"":""SUB2 Financical service"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;2;2;;1;ncbsCbs
A1;SUBPURPOSE;SUB2 Air transport service;"{""en"":""SUB2 Air transport service"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;2;2;;1;ncbsCbs
041;SUBSBTYPE;Matual insurance;"{""en"":""Matual insurance"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;;;1;ncbsCbs
011;SUBSBTYPE;Sell ticket;"{""en"":""Sell ticket"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;;;1;ncbsCbs
091;SUBSBTYPE;Others;"{""en"":""Others"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;;;1;ncbsCbs
071;SUBSBTYPE;House;"{""en"":""House"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";PMT;1;;;1;ncbsCbs
SGENY;TOWNSHIP;Nanyun;"{""en"":""Nanyun"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;158;158;;1;ncbsCbs
SGELS;TOWNSHIP;Layshee;"{""en"":""Layshee"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;159;159;;1;ncbsCbs
SGLML;TOWNSHIP;Mawlike;"{""en"":""Mawlike"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";CTM;160;160;;1;ncbsCbs
Q;IFCTNRUN;Quarter;"{""en"":""Quarter"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";IFC;4;4;;1;ncbsCbs
Y;IFCTNRUN;Year;"{""en"":""Year"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";IFC;5;5;;1;ncbsCbs
IBC01;TERM;Clean;"{""en"":""Clean"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";TRD;15;;;1;ncbsCbs
IBC02;TERM;With document;"{""en"":""With document"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";TRD;16;;;1;ncbsCbs
IBG01;TERM;Normal;"{""en"":""Normal"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";TRD;17;;;1;ncbsCbs
OBG02;TERM;Normal;"{""en"":""Normal"",""vi"":"""",""lo"":"""",""km"":"""",""mn"":""""}";TRD;18;;;1;ncbsCbs
